simulation_id,experiment_id,taxon_set_id,tree_size,triplets_per_simulation,backbone_id,backbone_shape,backbone_shape_class,backbone_balance_score,backbone_balance_bin,backbone_newick,network_newick,donor,recipient,direction,pair_type,gamma,ils_length,gene_tree_count,replicate,scenario_group,seed,source_manifest_row,analysis_selected,analysis_selection_rank
supervisor_scope_corrected__n005_backbone_10__ils0.10__g0.50__G1000__r1__A3toA1__intermediate,supervisor_scope_corrected,n005,5,10,n005_backbone_10,"((((A1,A2),A4),A3),A5)","((((x,x),x),x),x)",1.0,Q3,"((((A1:1,A2:1):0.1,A4:1.1):0.1,A3:1.2):0.1,A5:1.3);","(((((A1:0.25)#H1:0.75,A2:1):0.1,A4:1.1):0.1,(A3:0.25,#H1:0.0::0.5):0.95):0.1,A5:1.3);",A3,A1,A3>A1,intermediate,0.5,0.1,1000,1,n005_backbone_10|0.1|0.5|1000|A3>A1|intermediate,1836313352,2117,True,2
supervisor_scope_corrected__n005_backbone_10__ils0.50__g0.00__G2500__r3__none,supervisor_scope_corrected,n005,5,10,n005_backbone_10,"((((A1,A2),A4),A3),A5)","((((x,x),x),x),x)",1.0,Q3,"((((A1:1,A2:1):0.5,A4:1.5):0.5,A3:2):0.5,A5:2.5);","((((A1:1,A2:1):0.5,A4:1.5):0.5,A3:2):0.5,A5:2.5);",none,none,none,none,0.0,0.5,2500,3,n005_backbone_10|0.5|0|2500|none|none,1868151807,2136,True,3
supervisor_scope_corrected__n006_backbone_01__ils0.02__g0.00__G1000__r1__none,supervisor_scope_corrected,n006,6,20,n006_backbone_01,"((((A4,A6),A1),(A2,A5)),A3)","((((x,x),x),(x,x)),x)",0.6,Q3,"((((A4:1,A6:1):0.02,A1:1.02):0.02,(A2:1.02,A5:1.02):0.02):0.02,A3:1.06);","((((A4:1,A6:1):0.02,A1:1.02):0.02,(A2:1.02,A5:1.02):0.02):0.02,A3:1.06);",none,none,none,none,0.0,0.02,1000,1,n006_backbone_01|0.02|0|1000|none|none,491205560,2164,True,1
supervisor_scope_corrected__n006_backbone_01__ils0.10__g0.25__G2000__r1__A2toA5__close,supervisor_scope_corrected,n006,6,20,n006_backbone_01,"((((A4,A6),A1),(A2,A5)),A3)","((((x,x),x),(x,x)),x)",0.6,Q3,"((((A4:1,A6:1):0.1,A1:1.1):0.1,(A2:1.1,A5:1.1):0.1):0.1,A3:1.3);","((((A5:0.25)#H1:0.85,(A2:0.25,#H1:0.0::0.25):0.85):0.1,((A4:1,A6:1):0.1,A1:1.1):0.1):0.1,A3:1.3);",A2,A5,A2>A5,close,0.25,0.1,2000,1,n006_backbone_01|0.1|0.25|2000|A2>A5|close,378968371,2215,True,2
supervisor_scope_corrected__n006_backbone_01__ils0.50__g0.50__G2500__r1__A6toA5__distant,supervisor_scope_corrected,n006,6,20,n006_backbone_01,"((((A4,A6),A1),(A2,A5)),A3)","((((x,x),x),(x,x)),x)",0.6,Q3,"((((A4:1,A6:1):0.5,A1:1.5):0.5,(A2:1.5,A5:1.5):0.5):0.5,A3:2.5);","((((A5:0.25)#H1:1.25,A2:1.5):0.5,(((A6:0.25,#H1:0.0::0.5):0.75,A4:1):0.5,A1:1.5):0.5):0.5,A3:2.5);",A6,A5,A6>A5,distant,0.5,0.5,2500,1,n006_backbone_01|0.5|0.5|2500|A6>A5|distant,1497403888,2268,True,3
supervisor_scope_corrected__n006_backbone_02__ils0.02__g0.00__G2000__r3__none,supervisor_scope_corrected,n006,6,20,n006_backbone_02,"(((A1,A4),(A2,A6)),(A3,A5))","(((x,x),(x,x)),(x,x))",0.2,Q1,"(((A1:1,A4:1):0.02,(A2:1,A6:1):0.02):0.02,(A3:1.02,A5:1.02):0.02);","(((A1:1,A4:1):0.02,(A2:1,A6:1):0.02):0.02,(A3:1.02,A5:1.02):0.02);",none,none,none,none,0.0,0.02,2000,3,n006_backbone_02|0.02|0|2000|none|none,498587530,2277,True,1
supervisor_scope_corrected__n006_backbone_02__ils0.10__g0.25__G2500__r1__A4toA1__close,supervisor_scope_corrected,n006,6,20,n006_backbone_02,"(((A1,A4),(A2,A6)),(A3,A5))","(((x,x),(x,x)),(x,x))",0.2,Q1,"(((A1:1,A4:1):0.1,(A2:1,A6:1):0.1):0.1,(A3:1.1,A5:1.1):0.1);","((((A1:0.25)#H1:0.75,(A4:0.25,#H1:0.0::0.25):0.75):0.1,(A2:1,A6:1):0.1):0.1,(A3:1.1,A5:1.1):0.1);",A4,A1,A4>A1,close,0.25,0.1,2500,1,n006_backbone_02|0.1|0.25|2500|A4>A1|close,277306468,2326,True,2
supervisor_scope_corrected__n006_backbone_02__ils0.50__g0.50__G1000__r1__A3toA1__intermediate,supervisor_scope_corrected,n006,6,20,n006_backbone_02,"(((A1,A4),(A2,A6)),(A3,A5))","(((x,x),(x,x)),(x,x))",0.2,Q1,"(((A1:1,A4:1):0.5,(A2:1,A6:1):0.5):0.5,(A3:1.5,A5:1.5):0.5);","((((A1:0.25)#H1:0.75,A4:1):0.5,(A2:1,A6:1):0.5):0.5,((A3:0.25,#H1:0.0::0.5):1.25,A5:1.5):0.5);",A3,A1,A3>A1,intermediate,0.5,0.5,1000,1,n006_backbone_02|0.5|0.5|1000|A3>A1|intermediate,402267084,2369,True,3
supervisor_scope_corrected__n006_backbone_03__ils0.02__g0.00__G2000__r1__none,supervisor_scope_corrected,n006,6,20,n006_backbone_03,"((((A3,A4),A6),(A2,A5)),A1)","((((x,x),x),(x,x)),x)",0.6,Q3,"((((A3:1,A4:1):0.02,A6:1.02):0.02,(A2:1.02,A5:1.02):0.02):0.02,A1:1.06);","((((A3:1,A4:1):0.02,A6:1.02):0.02,(A2:1.02,A5:1.02):0.02):0.02,A1:1.06);",none,none,none,none,0.0,0.02,2000,1,n006_backbone_03|0.02|0|2000|none|none,1979620230,2383,True,1
supervisor_scope_corrected__n006_backbone_03__ils0.10__g0.25__G2500__r1__A2toA5__close,supervisor_scope_corrected,n006,6,20,n006_backbone_03,"((((A3,A4),A6),(A2,A5)),A1)","((((x,x),x),(x,x)),x)",0.6,Q3,"((((A3:1,A4:1):0.1,A6:1.1):0.1,(A2:1.1,A5:1.1):0.1):0.1,A1:1.3);","((((A5:0.25)#H1:0.85,(A2:0.25,#H1:0.0::0.25):0.85):0.1,((A3:1,A4:1):0.1,A6:1.1):0.1):0.1,A1:1.3);",A2,A5,A2>A5,close,0.25,0.1,2500,1,n006_backbone_03|0.1|0.25|2500|A2>A5|close,271561303,2434,True,2
supervisor_scope_corrected__n006_backbone_03__ils0.50__g0.50__G500__r1__A5toA4__distant,supervisor_scope_corrected,n006,6,20,n006_backbone_03,"((((A3,A4),A6),(A2,A5)),A1)","((((x,x),x),(x,x)),x)",0.6,Q3,"((((A3:1,A4:1):0.5,A6:1.5):0.5,(A2:1.5,A5:1.5):0.5):0.5,A1:2.5);","(((((A4:0.25)#H1:0.75,A3:1):0.5,A6:1.5):0.5,((A5:0.25,#H1:0.0::0.5):1.25,A2:1.5):0.5):0.5,A1:2.5);",A5,A4,A5>A4,distant,0.5,0.5,500,1,n006_backbone_03|0.5|0.5|500|A5>A4|distant,1536014456,2475,True,3
supervisor_scope_corrected__n006_backbone_04__ils0.02__g0.00__G2500__r3__none,supervisor_scope_corrected,n006,6,20,n006_backbone_04,"(((A2,A6),A3),((A4,A5),A1))","(((x,x),x),((x,x),x))",0.2,Q1,"(((A2:1,A6:1):0.02,A3:1.02):0.02,((A4:1,A5:1):0.02,A1:1.02):0.02);","(((A2:1,A6:1):0.02,A3:1.02):0.02,((A4:1,A5:1):0.02,A1:1.02):0.02);",none,none,none,none,0.0,0.02,2500,3,n006_backbone_04|0.02|0|2500|none|none,608777971,2496,True,1
supervisor_scope_corrected__n006_backbone_04__ils0.10__g0.25__G500__r1__A6toA2__close,supervisor_scope_corrected,n006,6,20,n006_backbone_04,"(((A2,A6),A3),((A4,A5),A1))","(((x,x),x),((x,x),x))",0.2,Q1,"(((A2:1,A6:1):0.1,A3:1.1):0.1,((A4:1,A5:1):0.1,A1:1.1):0.1);","((((A2:0.25)#H1:0.75,(A6:0.25,#H1:0.0::0.25):0.75):0.1,A3:1.1):0.1,((A4:1,A5:1):0.1,A1:1.1):0.1);",A6,A2,A6>A2,close,0.25,0.1,500,1,n006_backbone_04|0.1|0.25|500|A6>A2|close,770215500,2533,True,2
supervisor_scope_corrected__n006_backbone_04__ils0.50__g0.50__G2000__r1__A2toA1__intermediate,supervisor_scope_corrected,n006,6,20,n006_backbone_04,"(((A2,A6),A3),((A4,A5),A1))","(((x,x),x),((x,x),x))",0.2,Q1,"(((A2:1,A6:1):0.5,A3:1.5):0.5,((A4:1,A5:1):0.5,A1:1.5):0.5);","(((A1:0.25)#H1:1.25,(A4:1,A5:1):0.5):0.5,(((A2:0.25,#H1:0.0::0.5):0.75,A6:1):0.5,A3:1.5):0.5);",A2,A1,A2>A1,intermediate,0.5,0.5,2000,1,n006_backbone_04|0.5|0.5|2000|A2>A1|intermediate,2124283122,2588,True,3
supervisor_scope_corrected__n006_backbone_05__ils0.02__g0.00__G500__r1__none,supervisor_scope_corrected,n006,6,20,n006_backbone_05,"((((A2,A4),A5),A1),(A3,A6))","((((x,x),x),x),(x,x))",0.5,Q2,"((((A2:1,A4:1):0.02,A5:1.02):0.02,A1:1.04):0.02,(A3:1.04,A6:1.04):0.02);","((((A2:1,A4:1):0.02,A5:1.02):0.02,A1:1.04):0.02,(A3:1.04,A6:1.04):0.02);",none,none,none,none,0.0,0.02,500,1,n006_backbone_05|0.02|0|500|none|none,894421313,2593,True,1
supervisor_scope_corrected__n006_backbone_05__ils0.10__g0.25__G1000__r1__A2toA4__close,supervisor_scope_corrected,n006,6,20,n006_backbone_05,"((((A2,A4),A5),A1),(A3,A6))","((((x,x),x),x),(x,x))",0.5,Q2,"((((A2:1,A4:1):0.1,A5:1.1):0.1,A1:1.2):0.1,(A3:1.2,A6:1.2):0.1);","(((((A4:0.25)#H1:0.75,(A2:0.25,#H1:0.0::0.25):0.75):0.1,A5:1.1):0.1,A1:1.2):0.1,(A3:1.2,A6:1.2):0.1);",A2,A4,A2>A4,close,0.25,0.1,1000,1,n006_backbone_05|0.1|0.25|1000|A2>A4|close,1066552301,2644,True,2
supervisor_scope_corrected__n006_backbone_05__ils0.50__g0.50__G2000__r1__A6toA4__distant,supervisor_scope_corrected,n006,6,20,n006_backbone_05,"((((A2,A4),A5),A1),(A3,A6))","((((x,x),x),x),(x,x))",0.5,Q2,"((((A2:1,A4:1):0.5,A5:1.5):0.5,A1:2):0.5,(A3:2,A6:2):0.5);","(((((A4:0.25)#H1:0.75,A2:1):0.5,A5:1.5):0.5,A1:2):0.5,((A6:0.25,#H1:0.0::0.5):1.75,A3:2):0.5);",A6,A4,A6>A4,distant,0.5,0.5,2000,1,n006_backbone_05|0.5|0.5|2000|A6>A4|distant,2011893650,2697,True,3
supervisor_scope_corrected__n006_backbone_06__ils0.02__g0.50__G1000__r1__A5toA4__distant,supervisor_scope_corrected,n006,6,20,n006_backbone_06,"((((A2,A4),A3),A6),(A1,A5))","((((x,x),x),x),(x,x))",0.5,Q2,"((((A2:1,A4:1):0.02,A3:1.02):0.02,A6:1.04):0.02,(A1:1.04,A5:1.04):0.02);","(((((A4:0.25)#H1:0.75,A2:1):0.02,A3:1.02):0.02,A6:1.04):0.02,((A5:0.25,#H1:0.0::0.5):0.79,A1:1.04):0.02);",A5,A4,A5>A4,distant,0.5,0.02,1000,1,n006_backbone_06|0.02|0.5|1000|A5>A4|distant,76336699,2730,True,1
supervisor_scope_corrected__n006_backbone_06__ils0.10__g0.00__G2000__r1__none,supervisor_scope_corrected,n006,6,20,n006_backbone_06,"((((A2,A4),A3),A6),(A1,A5))","((((x,x),x),x),(x,x))",0.5,Q2,"((((A2:1,A4:1):0.1,A3:1.1):0.1,A6:1.2):0.1,(A1:1.2,A5:1.2):0.1);","((((A2:1,A4:1):0.1,A3:1.1):0.1,A6:1.2):0.1,(A1:1.2,A5:1.2):0.1);",none,none,none,none,0.0,0.1,2000,1,n006_backbone_06|0.1|0|2000|none|none,1306393169,2743,True,2
supervisor_scope_corrected__n006_backbone_06__ils0.50__g0.25__G2500__r1__A4toA6__intermediate,supervisor_scope_corrected,n006,6,20,n006_backbone_06,"((((A2,A4),A3),A6),(A1,A5))","((((x,x),x),x),(x,x))",0.5,Q2,"((((A2:1,A4:1):0.5,A3:1.5):0.5,A6:2):0.5,(A1:2,A5:2):0.5);","(((A6:0.25)#H1:1.75,(((A4:0.25,#H1:0.0::0.25):0.75,A2:1):0.5,A3:1.5):0.5):0.5,(A1:2,A5:2):0.5);",A4,A6,A4>A6,intermediate,0.25,0.5,2500,1,n006_backbone_06|0.5|0.25|2500|A4>A6|intermediate,1957549486,2795,True,3
supervisor_scope_corrected__n006_backbone_07__ils0.02__g0.00__G500__r3__none,supervisor_scope_corrected,n006,6,20,n006_backbone_07,"(((((A1,A2),A4),A3),A5),A6)","(((((x,x),x),x),x),x)",1.0,Q4,"(((((A1:1,A2:1):0.02,A4:1.02):0.02,A3:1.04):0.02,A5:1.06):0.02,A6:1.08);","(((((A1:1,A2:1):0.02,A4:1.02):0.02,A3:1.04):0.02,A5:1.06):0.02,A6:1.08);",none,none,none,none,0.0,0.02,500,3,n006_backbone_07|0.02|0|500|none|none,1216421362,2811,True,1
supervisor_scope_corrected__n006_backbone_07__ils0.10__g0.25__G1000__r1__A2toA1__close,supervisor_scope_corrected,n006,6,20,n006_backbone_07,"(((((A1,A2),A4),A3),A5),A6)","(((((x,x),x),x),x),x)",1.0,Q4,"(((((A1:1,A2:1):0.1,A4:1.1):0.1,A3:1.2):0.1,A5:1.3):0.1,A6:1.4);","((((((A1:0.25)#H1:0.75,(A2:0.25,#H1:0.0::0.25):0.75):0.1,A4:1.1):0.1,A3:1.2):0.1,A5:1.3):0.1,A6:1.4);",A2,A1,A2>A1,close,0.25,0.1,1000,1,n006_backbone_07|0.1|0.25|1000|A2>A1|close,1654789344,2860,True,2
supervisor_scope_corrected__n006_backbone_07__ils0.50__g0.50__G2500__r1__A2toA3__intermediate,supervisor_scope_corrected,n006,6,20,n006_backbone_07,"(((((A1,A2),A4),A3),A5),A6)","(((((x,x),x),x),x),x)",1.0,Q4,"(((((A1:1,A2:1):0.5,A4:1.5):0.5,A3:2):0.5,A5:2.5):0.5,A6:3);","((((A3:0.25)#H1:1.75,(((A2:0.25,#H1:0.0::0.5):0.75,A1:1):0.5,A4:1.5):0.5):0.5,A5:2.5):0.5,A6:3);",A2,A3,A2>A3,intermediate,0.5,0.5,2500,1,n006_backbone_07|0.5|0.5|2500|A2>A3|intermediate,1662054049,2915,True,3
supervisor_scope_corrected__n006_backbone_08__ils0.02__g0.25__G1000__r1__A1toA5__distant,supervisor_scope_corrected,n006,6,20,n006_backbone_08,"(((((A4,A5),A6),A3),A2),A1)","(((((x,x),x),x),x),x)",1.0,Q4,"(((((A4:1,A5:1):0.02,A6:1.02):0.02,A3:1.04):0.02,A2:1.06):0.02,A1:1.08);","((((((A5:0.25)#H1:0.75,A4:1):0.02,A6:1.02):0.02,A3:1.04):0.02,A2:1.06):0.02,(A1:0.25,#H1:0.0::0.25):0.83);",A1,A5,A1>A5,distant,0.25,0.02,1000,1,n006_backbone_08|0.02|0.25|1000|A1>A5|distant,218257670,2934,True,1
supervisor_scope_corrected__n006_backbone_08__ils0.10__g0.50__G2000__r1__A6toA2__intermediate,supervisor_scope_corrected,n006,6,20,n006_backbone_08,"(((((A4,A5),A6),A3),A2),A1)","(((((x,x),x),x),x),x)",1.0,Q4,"(((((A4:1,A5:1):0.1,A6:1.1):0.1,A3:1.2):0.1,A2:1.3):0.1,A1:1.4);","(((A2:0.25)#H1:1.05,(((A6:0.25,#H1:0.0::0.5):0.85,(A4:1,A5:1):0.1):0.1,A3:1.2):0.1):0.1,A1:1.4);",A6,A2,A6>A2,intermediate,0.5,0.1,2000,1,n006_backbone_08|0.1|0.5|2000|A6>A2|intermediate,945401853,2984,True,2
supervisor_scope_corrected__n006_backbone_08__ils0.50__g0.00__G500__r3__none,supervisor_scope_corrected,n006,6,20,n006_backbone_08,"(((((A4,A5),A6),A3),A2),A1)","(((((x,x),x),x),x),x)",1.0,Q4,"(((((A4:1,A5:1):0.5,A6:1.5):0.5,A3:2):0.5,A2:2.5):0.5,A1:3);","(((((A4:1,A5:1):0.5,A6:1.5):0.5,A3:2):0.5,A2:2.5):0.5,A1:3);",none,none,none,none,0.0,0.5,500,3,n006_backbone_08|0.5|0|500|none|none,1458109340,2991,True,3
supervisor_scope_corrected__n006_backbone_09__ils0.02__g0.00__G2500__r1__none,supervisor_scope_corrected,n006,6,20,n006_backbone_09,"((((A4,A5),A1),A6),(A2,A3))","((((x,x),x),x),(x,x))",0.5,Q3,"((((A4:1,A5:1):0.02,A1:1.02):0.02,A6:1.04):0.02,(A2:1.04,A3:1.04):0.02);","((((A4:1,A5:1):0.02,A1:1.02):0.02,A6:1.04):0.02,(A2:1.04,A3:1.04):0.02);",none,none,none,none,0.0,0.02,2500,1,n006_backbone_09|0.02|0|2500|none|none,783855232,3034,True,1
supervisor_scope_corrected__n006_backbone_09__ils0.10__g0.25__G500__r1__A2toA3__close,supervisor_scope_corrected,n006,6,20,n006_backbone_09,"((((A4,A5),A1),A6),(A2,A3))","((((x,x),x),x),(x,x))",0.5,Q3,"((((A4:1,A5:1):0.1,A1:1.1):0.1,A6:1.2):0.1,(A2:1.2,A3:1.2):0.1);","(((A3:0.25)#H1:0.95,(A2:0.25,#H1:0.0::0.25):0.95):0.1,(((A4:1,A5:1):0.1,A1:1.1):0.1,A6:1.2):0.1);",A2,A3,A2>A3,close,0.25,0.1,500,1,n006_backbone_09|0.1|0.25|500|A2>A3|close,585998235,3073,True,2
supervisor_scope_corrected__n006_backbone_09__ils0.50__g0.50__G1000__r1__A3toA5__distant,supervisor_scope_corrected,n006,6,20,n006_backbone_09,"((((A4,A5),A1),A6),(A2,A3))","((((x,x),x),x),(x,x))",0.5,Q3,"((((A4:1,A5:1):0.5,A1:1.5):0.5,A6:2):0.5,(A2:2,A3:2):0.5);","(((((A5:0.25)#H1:0.75,A4:1):0.5,A1:1.5):0.5,A6:2):0.5,((A3:0.25,#H1:0.0::0.5):1.75,A2:2):0.5);",A3,A5,A3>A5,distant,0.5,0.5,1000,1,n006_backbone_09|0.5|0.5|1000|A3>A5|distant,433921378,3126,True,3
supervisor_scope_corrected__n006_backbone_10__ils0.02__g0.25__G1000__r1__A4toA6__distant,supervisor_scope_corrected,n006,6,20,n006_backbone_10,"(((A1,A4),A2),((A5,A6),A3))","(((x,x),x),((x,x),x))",0.2,Q1,"(((A1:1,A4:1):0.02,A2:1.02):0.02,((A5:1,A6:1):0.02,A3:1.02):0.02);","((((A6:0.25)#H1:0.75,A5:1):0.02,A3:1.02):0.02,(((A4:0.25,#H1:0.0::0.25):0.75,A1:1):0.02,A2:1.02):0.02);",A4,A6,A4>A6,distant,0.25,0.02,1000,1,n006_backbone_10|0.02|0.25|1000|A4>A6|distant,515939387,3150,True,1
supervisor_scope_corrected__n006_backbone_10__ils0.10__g0.50__G2000__r1__A1toA3__intermediate,supervisor_scope_corrected,n006,6,20,n006_backbone_10,"(((A1,A4),A2),((A5,A6),A3))","(((x,x),x),((x,x),x))",0.2,Q1,"(((A1:1,A4:1):0.1,A2:1.1):0.1,((A5:1,A6:1):0.1,A3:1.1):0.1);","(((A3:0.25)#H1:0.85,(A5:1,A6:1):0.1):0.1,(((A1:0.25,#H1:0.0::0.5):0.75,A4:1):0.1,A2:1.1):0.1);",A1,A3,A1>A3,intermediate,0.5,0.1,2000,1,n006_backbone_10|0.1|0.5|2000|A1>A3|intermediate,1705376882,3200,True,2
supervisor_scope_corrected__n006_backbone_10__ils0.50__g0.00__G500__r3__none,supervisor_scope_corrected,n006,6,20,n006_backbone_10,"(((A1,A4),A2),((A5,A6),A3))","(((x,x),x),((x,x),x))",0.2,Q1,"(((A1:1,A4:1):0.5,A2:1.5):0.5,((A5:1,A6:1):0.5,A3:1.5):0.5);","(((A1:1,A4:1):0.5,A2:1.5):0.5,((A5:1,A6:1):0.5,A3:1.5):0.5);",none,none,none,none,0.0,0.5,500,3,n006_backbone_10|0.5|0|500|none|none,751860911,3207,True,3
supervisor_scope_corrected__n007_backbone_01__ils0.02__g0.00__G2000__r1__none,supervisor_scope_corrected,n007,7,35,n007_backbone_01,"((((A3,A7),A4),((A5,A6),A2)),A1)","((((x,x),x),((x,x),x)),x)",0.4666666666666667,Q3,"((((A3:1,A7:1):0.02,A4:1.02):0.02,((A5:1,A6:1):0.02,A2:1.02):0.02):0.02,A1:1.06);","((((A3:1,A7:1):0.02,A4:1.02):0.02,((A5:1,A6:1):0.02,A2:1.02):0.02):0.02,A1:1.06);",none,none,none,none,0.0,0.02,2000,1,n007_backbone_01|0.02|0|2000|none|none,1081837698,3247,True,1
supervisor_scope_corrected__n007_backbone_01__ils0.10__g0.25__G2500__r1__A3toA7__close,supervisor_scope_corrected,n007,7,35,n007_backbone_01,"((((A3,A7),A4),((A5,A6),A2)),A1)","((((x,x),x),((x,x),x)),x)",0.4666666666666667,Q3,"((((A3:1,A7:1):0.1,A4:1.1):0.1,((A5:1,A6:1):0.1,A2:1.1):0.1):0.1,A1:1.3);","(((((A7:0.25)#H1:0.75,(A3:0.25,#H1:0.0::0.25):0.75):0.1,A4:1.1):0.1,((A5:1,A6:1):0.1,A2:1.1):0.1):0.1,A1:1.3);",A3,A7,A3>A7,close,0.25,0.1,2500,1,n007_backbone_01|0.1|0.25|2500|A3>A7|close,2004984096,3298,True,2
supervisor_scope_corrected__n007_backbone_01__ils0.50__g0.50__G500__r1__A7toA6__distant,supervisor_scope_corrected,n007,7,35,n007_backbone_01,"((((A3,A7),A4),((A5,A6),A2)),A1)","((((x,x),x),((x,x),x)),x)",0.4666666666666667,Q3,"((((A3:1,A7:1):0.5,A4:1.5):0.5,((A5:1,A6:1):0.5,A2:1.5):0.5):0.5,A1:2.5);","(((((A6:0.25)#H1:0.75,A5:1):0.5,A2:1.5):0.5,(((A7:0.25,#H1:0.0::0.5):0.75,A3:1):0.5,A4:1.5):0.5):0.5,A1:2.5);",A7,A6,A7>A6,distant,0.5,0.5,500,1,n007_backbone_01|0.5|0.5|500|A7>A6|distant,351010230,3339,True,3
supervisor_scope_corrected__n007_backbone_02__ils0.02__g0.00__G2000__r2__none,supervisor_scope_corrected,n007,7,35,n007_backbone_02,"((((A1,A7),A4),((A2,A3),A5)),A6)","((((x,x),x),((x,x),x)),x)",0.4666666666666667,Q3,"((((A1:1,A7:1):0.02,A4:1.02):0.02,((A2:1,A3:1):0.02,A5:1.02):0.02):0.02,A6:1.06);","((((A1:1,A7:1):0.02,A4:1.02):0.02,((A2:1,A3:1):0.02,A5:1.02):0.02):0.02,A6:1.06);",none,none,none,none,0.0,0.02,2000,2,n007_backbone_02|0.02|0|2000|none|none,198145242,3356,True,1
supervisor_scope_corrected__n007_backbone_02__ils0.10__g0.25__G500__r1__A3toA7__distant,supervisor_scope_corrected,n007,7,35,n007_backbone_02,"((((A1,A7),A4),((A2,A3),A5)),A6)","((((x,x),x),((x,x),x)),x)",0.4666666666666667,Q3,"((((A1:1,A7:1):0.1,A4:1.1):0.1,((A2:1,A3:1):0.1,A5:1.1):0.1):0.1,A6:1.3);","(((((A7:0.25)#H1:0.75,A1:1):0.1,A4:1.1):0.1,(((A3:0.25,#H1:0.0::0.25):0.75,A2:1):0.1,A5:1.1):0.1):0.1,A6:1.3);",A3,A7,A3>A7,distant,0.25,0.1,500,1,n007_backbone_02|0.1|0.25|500|A3>A7|distant,1331580392,3399,True,2
supervisor_scope_corrected__n007_backbone_02__ils0.50__g0.50__G1000__r1__A6toA1__intermediate,supervisor_scope_corrected,n007,7,35,n007_backbone_02,"((((A1,A7),A4),((A2,A3),A5)),A6)","((((x,x),x),((x,x),x)),x)",0.4666666666666667,Q3,"((((A1:1,A7:1):0.5,A4:1.5):0.5,((A2:1,A3:1):0.5,A5:1.5):0.5):0.5,A6:2.5);","(((((A1:0.25)#H1:0.75,A7:1):0.5,A4:1.5):0.5,((A2:1,A3:1):0.5,A5:1.5):0.5):0.5,(A6:0.25,#H1:0.0::0.5):2.25);",A6,A1,A6>A1,intermediate,0.5,0.5,1000,1,n007_backbone_02|0.5|0.5|1000|A6>A1|intermediate,1685363715,3449,True,3
supervisor_scope_corrected__n007_backbone_03__ils0.02__g0.00__G1000__r2__none,supervisor_scope_corrected,n007,7,35,n007_backbone_03,"(((((A1,A4),(A2,A3)),A6),A5),A7)","(((((x,x),(x,x)),x),x),x)",0.8,Q4,"(((((A1:1,A4:1):0.02,(A2:1,A3:1):0.02):0.02,A6:1.04):0.02,A5:1.06):0.02,A7:1.08);","(((((A1:1,A4:1):0.02,(A2:1,A3:1):0.02):0.02,A6:1.04):0.02,A5:1.06):0.02,A7:1.08);",none,none,none,none,0.0,0.02,1000,2,n007_backbone_03|0.02|0|1000|none|none,503416844,3461,True,1
supervisor_scope_corrected__n007_backbone_03__ils0.10__g0.25__G2500__r1__A7toA4__distant,supervisor_scope_corrected,n007,7,35,n007_backbone_03,"(((((A1,A4),(A2,A3)),A6),A5),A7)","(((((x,x),(x,x)),x),x),x)",0.8,Q4,"(((((A1:1,A4:1):0.1,(A2:1,A3:1):0.1):0.1,A6:1.2):0.1,A5:1.3):0.1,A7:1.4);","((((((A4:0.25)#H1:0.75,A1:1):0.1,(A2:1,A3:1):0.1):0.1,A6:1.2):0.1,A5:1.3):0.1,(A7:0.25,#H1:0.0::0.25):1.15);",A7,A4,A7>A4,distant,0.25,0.1,2500,1,n007_backbone_03|0.1|0.25|2500|A7>A4|distant,1320587255,3516,True,2
supervisor_scope_corrected__n007_backbone_03__ils0.50__g0.50__G500__r1__A3toA6__intermediate,supervisor_scope_corrected,n007,7,35,n007_backbone_03,"(((((A1,A4),(A2,A3)),A6),A5),A7)","(((((x,x),(x,x)),x),x),x)",0.8,Q4,"(((((A1:1,A4:1):0.5,(A2:1,A3:1):0.5):0.5,A6:2):0.5,A5:2.5):0.5,A7:3);","((((A6:0.25)#H1:1.75,(((A3:0.25,#H1:0.0::0.5):0.75,A2:1):0.5,(A1:1,A4:1):0.5):0.5):0.5,A5:2.5):0.5,A7:3);",A3,A6,A3>A6,intermediate,0.5,0.5,500,1,n007_backbone_03|0.5|0.5|500|A3>A6|intermediate,470558032,3554,True,3
supervisor_scope_corrected__n007_backbone_04__ils0.02__g0.00__G2000__r3__none,supervisor_scope_corrected,n007,7,35,n007_backbone_04,"((((A1,A5),A2),(A4,A6)),(A3,A7))","((((x,x),x),(x,x)),(x,x))",0.3333333333333333,Q1,"((((A1:1,A5:1):0.02,A2:1.02):0.02,(A4:1.02,A6:1.02):0.02):0.02,(A3:1.04,A7:1.04):0.02);","((((A1:1,A5:1):0.02,A2:1.02):0.02,(A4:1.02,A6:1.02):0.02):0.02,(A3:1.04,A7:1.04):0.02);",none,none,none,none,0.0,0.02,2000,3,n007_backbone_04|0.02|0|2000|none|none,714476218,3573,True,1
